# CORE-IF-001 semantic delta ledger
# forge_commit=78fad4069d778996c24ecf5acc5cbe0e1edea7a
# donor_commit=cc2d69425beea2c93a4000e44d49381deba8eed2
# total_rows=1923
# disposition_counts={"Forge only preservation":1422,"adapted later":370,"rejected non scope item":131}
delta_id	donor_commit	donor_path	semantic_change	forge_path	applicability	disposition	requirement_id	phase_id	task_id	regression_id	evidence
DELTA-0070	cc2d69425beea2c93a4000e44d49381deba8eed2	docs/verification/phase-000/p000-task-014-2026-09-04.md	donor documentation or evidence delta	none	non_product	rejected non scope item	CORE-REQ-020	CORE-PHASE-010	P010-TASK-001	REG-P000-DELTA-0070	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-000/p000-task-014-2026-09-04.md
DELTA-0071	cc2d69425beea2c93a4000e44d49381deba8eed2	docs/verification/phase-000/p000-task-014-debug-contract.json	donor documentation or evidence delta	none	non_product	rejected non scope item	CORE-REQ-020	CORE-PHASE-010	P010-TASK-001	REG-P000-DELTA-0071	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-000/p000-task-014-debug-contract.json
DELTA-0072	cc2d69425beea2c93a4000e44d49381deba8eed2	none	donor documentation or evidence delta	docs/verification/phase-000/plan-validation-2026-09-01.md	non_product	rejected non scope item	CORE-REQ-020	CORE-PHASE-010	P010-TASK-001	REG-P000-DELTA-0072	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-000/plan-validation-2026-09-01.md
DELTA-0073	cc2d69425beea2c93a4000e44d49381deba8eed2	none	donor documentation or evidence delta	docs/verification/phase-000/provenance-2026-09-01.md	non_product	rejected non scope item	CORE-REQ-020	CORE-PHASE-010	P010-TASK-001	REG-P000-DELTA-0073	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-000/provenance-2026-09-01.md
DELTA-0074	cc2d69425beea2c93a4000e44d49381deba8eed2	none	donor documentation or evidence delta	docs/verification/phase-000/support-line-routing-2026-09-01.md	non_product	rejected non scope item	CORE-REQ-020	CORE-PHASE-010	P010-TASK-001	REG-P000-DELTA-0074	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-000/support-line-routing-2026-09-01.md
DELTA-0075	cc2d69425beea2c93a4000e44d49381deba8eed2	docs/verification/phase-001/call-graph-2026-09-03.md	donor documentation or evidence delta	none	non_product	rejected non scope item	CORE-REQ-020	CORE-PHASE-010	P010-TASK-001	REG-P000-DELTA-0075	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-001/call-graph-2026-09-03.md
DELTA-0076	cc2d69425beea2c93a4000e44d49381deba8eed2	docs/verification/phase-001/completion-2026-09-02.md	donor documentation or evidence delta	none	non_product	rejected non scope item	CORE-REQ-020	CORE-PHASE-010	P010-TASK-001	REG-P000-DELTA-0076	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-001/completion-2026-09-02.md
DELTA-0077	cc2d69425beea2c93a4000e44d49381deba8eed2	docs/verification/phase-001/completion-2026-09-03.md	donor documentation or evidence delta	none	non_product	rejected non scope item	CORE-REQ-020	CORE-PHASE-010	P010-TASK-001	REG-P000-DELTA-0077	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-001/completion-2026-09-03.md
DELTA-0078	cc2d69425beea2c93a4000e44d49381deba8eed2	docs/verification/phase-001/custody-2026-09-03.md	donor documentation or evidence delta	none	non_product	rejected non scope item	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-DELTA-0078	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-001/custody-2026-09-03.md
DELTA-0079	cc2d69425beea2c93a4000e44d49381deba8eed2	docs/verification/phase-001/security-2026-09-03.md	donor documentation or evidence delta	none	non_product	rejected non scope item	CORE-REQ-002	CORE-PHASE-001	P001-TASK-003	REG-P000-DELTA-0079	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-001/security-2026-09-03.md
DELTA-0080	cc2d69425beea2c93a4000e44d49381deba8eed2	none	donor documentation or evidence delta	docs/verification/phase-002/baseline-2026-09-02.md	non_product	rejected non scope item	CORE-REQ-020	CORE-PHASE-010	P010-TASK-001	REG-P000-DELTA-0080	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-002/baseline-2026-09-02.md
DELTA-0081	cc2d69425beea2c93a4000e44d49381deba8eed2	docs/verification/phase-002/bridge-review-2026-09-03.md	donor documentation or evidence delta	none	non_product	rejected non scope item	CORE-REQ-020	CORE-PHASE-010	P010-TASK-001	REG-P000-DELTA-0081	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-002/bridge-review-2026-09-03.md
DELTA-0082	cc2d69425beea2c93a4000e44d49381deba8eed2	docs/verification/phase-002/completion-2026-09-03.md	donor documentation or evidence delta	none	non_product	rejected non scope item	CORE-REQ-020	CORE-PHASE-010	P010-TASK-001	REG-P000-DELTA-0082	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-002/completion-2026-09-03.md
DELTA-0083	cc2d69425beea2c93a4000e44d49381deba8eed2	docs/verification/phase-002/completion-2026-09-04.md	donor documentation or evidence delta	none	non_product	rejected non scope item	CORE-REQ-020	CORE-PHASE-010	P010-TASK-001	REG-P000-DELTA-0083	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-002/completion-2026-09-04.md
DELTA-0084	cc2d69425beea2c93a4000e44d49381deba8eed2	docs/verification/phase-002/danconomy-runtime-2026-09-05.md	donor documentation or evidence delta	none	non_product	rejected non scope item	CORE-REQ-020	CORE-PHASE-010	P010-TASK-001	REG-P000-DELTA-0084	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-002/danconomy-runtime-2026-09-05.md
DELTA-0085	cc2d69425beea2c93a4000e44d49381deba8eed2	docs/verification/phase-002/danconomy-target-2026-09-05.md	donor documentation or evidence delta	none	non_product	rejected non scope item	CORE-REQ-020	CORE-PHASE-010	P010-TASK-001	REG-P000-DELTA-0085	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-002/danconomy-target-2026-09-05.md
DELTA-0086	cc2d69425beea2c93a4000e44d49381deba8eed2	docs/verification/phase-002/isolation-2026-09-05.md	donor documentation or evidence delta	none	non_product	rejected non scope item	CORE-REQ-020	CORE-PHASE-010	P010-TASK-001	REG-P000-DELTA-0086	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-002/isolation-2026-09-05.md
DELTA-0087	cc2d69425beea2c93a4000e44d49381deba8eed2	none	donor documentation or evidence delta	docs/verification/phase-002/issue-25-catalog-matrix-2026-09-02.md	non_product	rejected non scope item	CORE-REQ-020	CORE-PHASE-010	P010-TASK-001	REG-P000-DELTA-0087	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-002/issue-25-catalog-matrix-2026-09-02.md
DELTA-0088	cc2d69425beea2c93a4000e44d49381deba8eed2	none	donor documentation or evidence delta	docs/verification/phase-002/issue-32-player-state-2026-09-02.md	non_product	rejected non scope item	CORE-REQ-020	CORE-PHASE-010	P010-TASK-001	REG-P000-DELTA-0088	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-002/issue-32-player-state-2026-09-02.md
DELTA-0089	cc2d69425beea2c93a4000e44d49381deba8eed2	none	donor documentation or evidence delta	docs/verification/phase-002/issue-34-finite-stock-2026-09-02.md	non_product	rejected non scope item	CORE-REQ-020	CORE-PHASE-010	P010-TASK-001	REG-P000-DELTA-0089	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-002/issue-34-finite-stock-2026-09-02.md
DELTA-0090	cc2d69425beea2c93a4000e44d49381deba8eed2	docs/verification/phase-002/p002-integration-evidence-2026-09-04.md	donor documentation or evidence delta	none	non_product	rejected non scope item	CORE-REQ-020	CORE-PHASE-010	P010-TASK-001	REG-P000-DELTA-0090	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-002/p002-integration-evidence-2026-09-04.md
DELTA-0091	cc2d69425beea2c93a4000e44d49381deba8eed2	docs/verification/phase-002/pixelmon-api-2026-09-03.md	donor documentation or evidence delta	none	non_product	rejected non scope item	CORE-REQ-008	CORE-PHASE-004	P004-TASK-001	REG-P000-DELTA-0091	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-002/pixelmon-api-2026-09-03.md
DELTA-0092	cc2d69425beea2c93a4000e44d49381deba8eed2	docs/verification/phase-002/pixelmon-refusal-2026-09-03.md	donor documentation or evidence delta	none	non_product	rejected non scope item	CORE-REQ-008	CORE-PHASE-004	P004-TASK-001	REG-P000-DELTA-0092	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-002/pixelmon-refusal-2026-09-03.md
DELTA-0093	cc2d69425beea2c93a4000e44d49381deba8eed2	docs/verification/phase-002/receipt-audit-2026-09-03.md	donor documentation or evidence delta	none	non_product	rejected non scope item	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-DELTA-0093	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-002/receipt-audit-2026-09-03.md
DELTA-0094	cc2d69425beea2c93a4000e44d49381deba8eed2	docs/verification/phase-002/runtime-terms-2026-09-03.md	donor documentation or evidence delta	none	non_product	rejected non scope item	CORE-REQ-020	CORE-PHASE-010	P010-TASK-001	REG-P000-DELTA-0094	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-002/runtime-terms-2026-09-03.md
DELTA-0095	cc2d69425beea2c93a4000e44d49381deba8eed2	docs/verification/phase-002/security-2026-09-03.md	donor documentation or evidence delta	none	non_product	rejected non scope item	CORE-REQ-002	CORE-PHASE-001	P001-TASK-003	REG-P000-DELTA-0095	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-002/security-2026-09-03.md
DELTA-0096	cc2d69425beea2c93a4000e44d49381deba8eed2	docs/verification/phase-002/vault-failure-matrix-2026-09-05.md	donor documentation or evidence delta	none	non_product	rejected non scope item	CORE-REQ-008	CORE-PHASE-004	P004-TASK-001	REG-P000-DELTA-0096	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-002/vault-failure-matrix-2026-09-05.md
DELTA-0097	cc2d69425beea2c93a4000e44d49381deba8eed2	docs/verification/phase-002/vault-hybrid-proof-2026-09-05.md	donor documentation or evidence delta	none	non_product	rejected non scope item	CORE-REQ-008	CORE-PHASE-004	P004-TASK-001	REG-P000-DELTA-0097	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-002/vault-hybrid-proof-2026-09-05.md
DELTA-0098	cc2d69425beea2c93a4000e44d49381deba8eed2	docs/verification/phase-002/vault-surface-gametest-2026-09-05.md	donor documentation or evidence delta	none	non_product	rejected non scope item	CORE-REQ-008	CORE-PHASE-004	P004-TASK-001	REG-P000-DELTA-0098	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-002/vault-surface-gametest-2026-09-05.md
DELTA-0099	cc2d69425beea2c93a4000e44d49381deba8eed2	docs/verification/phase-003/final-validation-2026-09-05.md	donor documentation or evidence delta	none	non_product	rejected non scope item	CORE-REQ-020	CORE-PHASE-010	P010-TASK-001	REG-P000-DELTA-0099	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-003/final-validation-2026-09-05.md
DELTA-0100	cc2d69425beea2c93a4000e44d49381deba8eed2	docs/verification/phase-003/github-issue-66-2026-09-05.md	donor documentation or evidence delta	none	non_product	rejected non scope item	CORE-REQ-020	CORE-PHASE-010	P010-TASK-001	REG-P000-DELTA-0100	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-003/github-issue-66-2026-09-05.md
DELTA-0101	cc2d69425beea2c93a4000e44d49381deba8eed2	docs/verification/phase-003/requirement-trace-2026-09-05.md	donor documentation or evidence delta	none	non_product	rejected non scope item	CORE-REQ-020	CORE-PHASE-010	P010-TASK-001	REG-P000-DELTA-0101	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-003/requirement-trace-2026-09-05.md
DELTA-0102	cc2d69425beea2c93a4000e44d49381deba8eed2	none	donor documentation or evidence delta	docs/verification/phase-004/command-matrix-2026-09-02.md	non_product	rejected non scope item	CORE-REQ-020	CORE-PHASE-010	P010-TASK-001	REG-P000-DELTA-0102	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-004/command-matrix-2026-09-02.md
DELTA-0103	cc2d69425beea2c93a4000e44d49381deba8eed2	none	donor documentation or evidence delta	docs/verification/phase-004/entry-point-inventory-2026-09-02.md	non_product	rejected non scope item	CORE-REQ-020	CORE-PHASE-010	P010-TASK-001	REG-P000-DELTA-0103	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-004/entry-point-inventory-2026-09-02.md
DELTA-0104	cc2d69425beea2c93a4000e44d49381deba8eed2	none	donor documentation or evidence delta	docs/verification/phase-004/finding-register-2026-09-02.md	non_product	rejected non scope item	CORE-REQ-020	CORE-PHASE-010	P010-TASK-001	REG-P000-DELTA-0104	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-004/finding-register-2026-09-02.md
DELTA-0105	cc2d69425beea2c93a4000e44d49381deba8eed2	docs/verification/phase-004/neoforge-2026-09-02.md	donor documentation or evidence delta	none	non_product	rejected non scope item	CORE-REQ-020	CORE-PHASE-010	P010-TASK-001	REG-P000-DELTA-0105	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-004/neoforge-2026-09-02.md
DELTA-0106	cc2d69425beea2c93a4000e44d49381deba8eed2	docs/verification/phase-004/p004-task-001-2026-09-09.md	donor documentation or evidence delta	none	non_product	rejected non scope item	CORE-REQ-020	CORE-PHASE-010	P010-TASK-001	REG-P000-DELTA-0106	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-004/p004-task-001-2026-09-09.md
DELTA-0107	cc2d69425beea2c93a4000e44d49381deba8eed2	docs/verification/phase-004/p004-task-002-2026-09-09.md	donor documentation or evidence delta	none	non_product	rejected non scope item	CORE-REQ-020	CORE-PHASE-010	P010-TASK-001	REG-P000-DELTA-0107	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-004/p004-task-002-2026-09-09.md
DELTA-0108	cc2d69425beea2c93a4000e44d49381deba8eed2	docs/verification/phase-004/p004-task-003-2026-09-09.md	donor documentation or evidence delta	none	non_product	rejected non scope item	CORE-REQ-020	CORE-PHASE-010	P010-TASK-001	REG-P000-DELTA-0108	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-004/p004-task-003-2026-09-09.md
DELTA-0109	cc2d69425beea2c93a4000e44d49381deba8eed2	docs/verification/phase-004/p004-task-004-2026-09-09.md	donor documentation or evidence delta	none	non_product	rejected non scope item	CORE-REQ-020	CORE-PHASE-010	P010-TASK-001	REG-P000-DELTA-0109	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-004/p004-task-004-2026-09-09.md
DELTA-0110	cc2d69425beea2c93a4000e44d49381deba8eed2	docs/verification/phase-004/p004-task-005-2026-09-09.md	donor documentation or evidence delta	none	non_product	rejected non scope item	CORE-REQ-020	CORE-PHASE-010	P010-TASK-001	REG-P000-DELTA-0110	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-004/p004-task-005-2026-09-09.md
DELTA-0111	cc2d69425beea2c93a4000e44d49381deba8eed2	none	donor documentation or evidence delta	docs/verification/phase-004/packet-matrix-2026-09-02.md	non_product	rejected non scope item	CORE-REQ-015	CORE-PHASE-008	P008-TASK-001	REG-P000-DELTA-0111	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-004/packet-matrix-2026-09-02.md
DELTA-0112	cc2d69425beea2c93a4000e44d49381deba8eed2	none	donor documentation or evidence delta	docs/verification/phase-004/path-parser-privacy-dependency-2026-09-02.md	non_product	rejected non scope item	CORE-REQ-002	CORE-PHASE-001	P001-TASK-003	REG-P000-DELTA-0112	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-004/path-parser-privacy-dependency-2026-09-02.md
DELTA-0113	cc2d69425beea2c93a4000e44d49381deba8eed2	docs/verification/phase-004/security-review-2026-09-09.md	donor documentation or evidence delta	none	non_product	rejected non scope item	CORE-REQ-002	CORE-PHASE-001	P001-TASK-003	REG-P000-DELTA-0113	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-004/security-review-2026-09-09.md
DELTA-0114	cc2d69425beea2c93a4000e44d49381deba8eed2	none	donor documentation or evidence delta	docs/verification/phase-004/threat-model-2026-09-02.md	non_product	rejected non scope item	CORE-REQ-020	CORE-PHASE-010	P010-TASK-001	REG-P000-DELTA-0114	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-004/threat-model-2026-09-02.md
DELTA-0115	cc2d69425beea2c93a4000e44d49381deba8eed2	docs/verification/phase-005/p005-task-001-2026-09-09.md	donor documentation or evidence delta	none	non_product	rejected non scope item	CORE-REQ-020	CORE-PHASE-010	P010-TASK-001	REG-P000-DELTA-0115	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-005/p005-task-001-2026-09-09.md
DELTA-0116	cc2d69425beea2c93a4000e44d49381deba8eed2	none	donor documentation or evidence delta	docs/verification/phase-005/persistence-recovery-2026-09-01.md	non_product	rejected non scope item	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-DELTA-0116	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-005/persistence-recovery-2026-09-01.md
DELTA-0117	cc2d69425beea2c93a4000e44d49381deba8eed2	none	donor documentation or evidence delta	docs/verification/phase-006/backend-integration-2026-09-01.md	non_product	rejected non scope item	CORE-REQ-020	CORE-PHASE-010	P010-TASK-001	REG-P000-DELTA-0117	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-006/backend-integration-2026-09-01.md
DELTA-0118	cc2d69425beea2c93a4000e44d49381deba8eed2	docs/verification/phase-006/p006-task-001-2026-09-10.md	donor documentation or evidence delta	none	non_product	rejected non scope item	CORE-REQ-020	CORE-PHASE-010	P010-TASK-001	REG-P000-DELTA-0118	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-006/p006-task-001-2026-09-10.md
DELTA-0119	cc2d69425beea2c93a4000e44d49381deba8eed2	docs/verification/phase-006/p006-task-005-2026-09-10.md	donor documentation or evidence delta	none	non_product	rejected non scope item	CORE-REQ-020	CORE-PHASE-010	P010-TASK-001	REG-P000-DELTA-0119	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 docs/verification/phase-006/p006-task-005-2026-09-10.md
DELTA-0120	cc2d69425beea2c93a4000e44d49381deba8eed2	gradle.properties	build semantic change	gradle.properties	applicable	adapted later	CORE-REQ-002	CORE-PHASE-001	P001-TASK-003	REG-P000-DELTA-0120	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 gradle.properties
DELTA-0121	cc2d69425beea2c93a4000e44d49381deba8eed2	gradle/wrapper/gradle-wrapper.jar	build semantic change	gradle/wrapper/gradle-wrapper.jar	applicable	adapted later	CORE-REQ-002	CORE-PHASE-001	P001-TASK-003	REG-P000-DELTA-0121	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 gradle/wrapper/gradle-wrapper.jar
